Name,Party,State,Birth_Year,Children_Count,Race,Gender,V1,V2,V3,V4,AIPAC,CongressDistrict,PVI,JewishPop,AIPAC_norm,Age_2024,CD_CODE,V1_pro-Israel,V1_pro-Palestine,V2_pro-Israel,V2_pro-Palestine,V3_pro-Israel,V3_pro-Palestine,V4_pro-Israel,V4_pro-Palestine,CD_ID,Own_Israel_V1,Own_Palestine_V1,Neighbor_Israel_V1,Neighbor_Palestine_V1,Region_Israel_V1,Region_Palestine_V1,Own_Israel_V2,Own_Palestine_V2,Neighbor_Israel_V2,Neighbor_Palestine_V2,Region_Israel_V2,Region_Palestine_V2,Own_Israel_V3,Own_Palestine_V3,Neighbor_Israel_V3,Neighbor_Palestine_V3,Region_Israel_V3,Region_Palestine_V3,Own_Israel_V4,Own_Palestine_V4,Neighbor_Israel_V4,Neighbor_Palestine_V4,Region_Israel_V4,Region_Palestine_V4,CD_Total_Students,CD_Men,CD_Women,CD_White,CD_Black,CD_Hispanic,CD_Asian,CD_NativeAm,CD_Pacific,CD_Multi,CD_Intl,Neighbor_Students,Stance_UpTo_V1,Stance_UpTo_V2,Stance_UpTo_V3,Average_Stance_Israel
Stacey Plaskett,Dem,the U.S. Virgin Islands' at-large district,1966,5,Black,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA-NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Moore,Rep,Utah,1980,4,White,Male,1,1,1,1,62800,UT-01,0.123,0.006,-0.4403325143021289,44,UT-01,2,5,2,17,2,28,2,42,UT-01,1,1,39,9,40,10,1,2,42,55,43,57,1,2,43,89,44,91,1,5,46,176,47,181,115732,53768,61964,78977,2531,14967,4397,895,607,4535,4554,305332,1,1,0.8,0.8
Chris Stewart,Rep,Utah,1960,6,White,Male,NA,NA,NA,NA,14750,UT-02,0.1124,0.002,-0.6208592051643016,64,UT-02,1,0,1,0,1,0,1,0,UT-02,2,4,9,3,11,7,2,15,10,16,12,31,2,26,12,31,14,57,2,37,15,47,17,84,41020,18085,22935,25792,659,4258,574,303,409,929,1962,594951,NA,NA,NA,NA
Celeste Maloy,Rep,Utah,1981,0,White,Female,NA,1,1,1,63958,UT-02,0.1124,0.002,-0.4359818398376461,43,UT-02,1,0,1,0,1,0,1,0,UT-02,2,4,9,3,11,7,2,15,10,16,12,31,2,26,12,31,14,57,2,37,15,47,17,84,41020,18085,22935,25792,659,4258,574,303,409,929,1962,594951,NA,NA,NA,NA
John Curtis,Rep,Utah,1960,6,White,Male,1,1,1,1,198448,UT-03,0.1308,0.005,0.0693050416202855,64,UT-03,0,1,1,5,1,7,1,7,UT-03,0,1,9,8,9,9,1,5,13,64,14,69,1,7,16,108,17,115,1,7,20,149,21,156,88473,42999,45474,68729,688,9550,1329,385,526,3687,2044,572998,1,1,1,1
Burgess Owens,Rep,Utah,1951,6,Black,Male,1,1,1,1,84969,UT-04,0.1594,0.003,-0.3570422706034086,73,UT-04,0,0,0,1,0,1,0,1,UT-04,0,0,2,5,2,5,0,1,3,20,3,21,0,1,3,33,3,34,0,1,3,44,3,45,251456,103387,148069,134073,30403,38396,10535,2507,1403,9161,680,129493,1,1,1,1
Becca Balint,Dem,Vermont,1968,2,Jewish,Female,0,0,0,0,28551,VT-AL,-0.1554,0.02,-0.5690080322071976,56,VT-00,5,5,9,18,9,33,9,83,VT-AL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-0.5789473684210527,-0.6,-0.6
Rob Wittman,Rep,Virginia,1959,2,White,Male,1,1,1,1,97580,VA-01,0.0634,0.015,-0.3096619980027247,65,VA-01,0,2,0,3,0,3,0,3,VA-01,0,2,5,18,5,20,0,3,7,131,7,134,0,3,20,226,20,229,0,3,24,322,24,325,15874,6199,9675,9760,1785,1233,1102,37,5,1019,572,327513,NA,NA,NA,NA
Jen Kiggans,Rep,Virginia,1971,4,White,Female,1,1,1,1,103839,VA-02,0.0205,0.011,-0.2861465649516042,53,VA-02,1,0,1,4,1,6,1,7,VA-02,1,0,4,9,5,9,1,4,4,48,5,52,1,6,10,82,11,88,1,7,13,116,14,123,30246,11492,18754,10608,10923,3709,797,180,101,1354,296,246915,NA,NA,1,1
Bobby Scott,Dem,Virginia,1947,0,Asian,Male,0,0,1,0,12250,VA-03,-0.1704,0.007,-0.6302518529719069,77,VA-03,0,3,0,30,3,51,4,68,VA-03,0,3,3,6,3,9,0,30,3,21,3,51,3,51,6,34,9,85,4,68,8,52,12,120,65833,27326,38507,24714,24195,6108,2916,176,160,4395,1573,111305,0.5,0.5,0.5,0.5
Jennifer McClellan,Dem,Virginia,1972,2,Black,Female,0,0,1,0,63832,VA-04,-0.1575,0.009,-0.4364552292871494,52,VA-04,2,4,2,14,5,25,7,42,VA-04,2,4,4,15,6,19,2,14,6,119,8,133,5,25,16,203,21,228,7,42,18,280,25,322,65185,25320,39865,25504,19263,6288,5397,164,68,3915,2121,294144,1,1,1,1
Bob Good,Rep,Virginia,1965,3,White,Male,1,0,0,1,500,VA-05,0.0662,0.005,-0.6743972976676516,59,VA-05,2,10,4,82,11,143,12,202,VA-05,2,10,6,27,8,37,4,82,8,81,12,163,11,143,13,143,24,286,12,202,20,214,32,416,153668,65315,88353,78735,22852,10987,6939,498,279,6571,3863,337129,NA,0.375,0.4090909090909091,0.4090909090909091
Ben Cline,Rep,Virginia,1972,2,White,Male,1,1,1,1,33001,VA-06,0.1383,0.005,-0.5522891191096603,52,VA-06,2,3,2,14,2,20,2,23,VA-06,2,3,2,15,4,18,2,14,4,98,6,112,2,20,12,178,14,198,2,23,14,251,16,274,56813,23653,33160,38291,4324,5615,2501,172,128,2778,1082,376125,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
Abigail Spanberger,Dem,Virginia,1979,3,White,Female,0,0,1,0,352194,VA-07,-0.0088,0.006,0.6469378535515158,45,VA-07,0,1,0,1,0,1,0,3,VA-07,0,1,5,20,5,21,0,1,9,140,9,141,0,1,24,288,24,289,0,3,30,419,30,422,12581,4671,7910,6352,1876,2109,580,36,24,821,201,335158,NA,NA,NA,NA
Don Beyer,Dem,Virginia,1950,4,White,Male,0,0,0,0,57841,VA-08,-0.2627,0.068,-0.4589637704932946,74,VA-08,1,2,3,32,10,111,15,179,VA-08,1,2,20,46,21,48,3,32,47,187,50,219,10,111,84,323,94,434,15,179,110,465,125,644,10048,4073,5975,1789,2734,1634,704,19,25,266,1576,365402,NA,-0.125,-0.2941176470588235,-0.2941176470588235
Morgan Griffith,Rep,Virginia,1958,3,White,Male,1,1,1,1,33550,VA-09,0.2332,0.001,-0.5502264936511102,66,VA-09,0,2,0,4,0,17,1,26,VA-09,0,2,6,20,6,22,0,4,8,112,8,116,0,17,15,189,15,206,1,26,20,264,21,290,69899,34296,35603,42924,5041,5526,5823,118,32,3016,4422,495760,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Jennifer Wexton,Dem,Virginia,1968,2,White,Female,NA,0,1,0,139083,VA-10,-0.0592,0.031,-0.1537327732191086,56,VA-10,0,0,0,1,1,1,1,1,VA-10,0,0,3,10,3,10,0,1,4,35,4,36,1,1,16,51,17,52,1,1,19,61,20,62,1243,693,550,681,123,118,88,9,6,23,0,317988,NA,NA,NA,NA
Gerry Connolly,Dem,Virginia,1950,1,White,Male,0,0,1,0,134178,VA-11,-0.1829,0.054,-0.1721611482176301,74,VA-11,0,3,0,8,0,10,0,11,VA-11,0,3,2,4,2,7,0,8,5,38,5,46,0,10,25,122,25,132,0,11,33,193,33,204,97512,47019,50493,30726,12226,20181,17987,188,117,4727,6798,45559,0,-0.2,-0.3333333333333333,-0.3333333333333333
Suzan DelBene,Dem,Washington,1962,2,White,Female,0,0,1,0,203994,WA-01,-0.1331,0.014,0.090141691516676975,62,WA-01,1,1,1,5,2,6,2,8,WA-01,0,1,4,14,4,15,0,3,9,94,9,97,0,4,26,172,26,176,0,6,30,288,30,294,16225,7783,8442,6110,1005,1843,3194,44,47,1235,986,174659,NA,NA,NA,NA
Rick Larsen,Dem,Washington,1965,2,White,Male,0,0,1,0,106600,WA-02,-0.0929,0.01,-0.275773324712885,59,WA-02,0,1,1,20,1,43,2,87,WA-02,0,1,6,15,6,16,1,20,10,95,11,115,1,43,26,172,27,215,2,87,29,271,31,358,39549,16275,23274,20044,1278,6150,2939,696,91,3057,912,166486,NA,0.2222222222222222,0,0
Marie Gluesenkamp Perez,Dem,Washington,1988,1,Hispanic,Female,0,1,1,1,240949,WA-03,0.0462,0.007,0.2289838114086977,36,WA-03,0,0,0,1,1,2,1,7,WA-03,0,0,4,20,4,20,0,1,8,121,8,122,1,2,11,202,12,204,1,7,12,300,13,307,12693,4699,7994,6840,286,2115,503,58,38,1034,86,134165,1,1,1,1
Dan Newhouse,Rep,Washington,1955,2,White,Male,NA,1,1,1,147208,WA-04,0.1141,0.001,-0.1232066678443915,69,WA-04,0,0,0,6,0,8,0,8,WA-04,0,0,2,5,2,5,0,6,5,59,5,65,0,8,6,101,6,109,0,8,8,169,8,177,16388,6753,9635,5174,207,8523,406,202,16,644,40,175681,NA,NA,1,1
Cathy McMorris Rodgers,Rep,Washington,1969,3,White,Female,1,1,1,1,141943,WA-05,0.0774,0.004,-0.1429875841272082,55,WA-05,2,3,2,21,2,26,3,33,WA-05,2,3,0,0,2,3,2,21,2,13,4,34,2,26,2,16,4,42,3,33,2,20,5,53,64166,28016,36150,36868,2134,10302,3190,536,320,4608,2336,75272,0.6,0.8333333333333334,0.8333333333333334,0.8333333333333334
Derek Kilmer,Dem,Washington,1974,0,White,Male,0,0,1,0,87150,WA-06,-0.06309999999999999,0.01,-0.3488481246560538,50,WA-06,3,1,4,16,4,35,4,60,WA-06,3,1,4,16,7,17,4,16,9,101,13,117,4,35,27,182,31,217,4,60,31,311,35,371,27456,12191,15265,11666,1894,4274,2488,286,219,2741,529,189289,0.5,0.5,0.4285714285714285,0.4285714285714285
Pramila Jayapal,Dem,Washington,1965,2,Asian,Female,0,0,0,0,58986,WA-07,-0.365,0.037,-0.4546619377974114,59,WA-07,3,12,6,60,22,103,25,165,WA-07,3,12,4,3,7,15,6,60,7,43,13,103,22,103,8,86,30,189,25,165,9,157,34,322,84572,41837,42735,25527,4407,8949,14678,307,235,5376,9924,111923,-0.875,-0.4146341463414634,-0.4897959183673469,-0.4897959183673469
Kim Schrier,Dem,Washington,1968,1,Jewish,Female,0,0,1,0,288389,WA-08,-0.0105,0.009,0.4072186962058147,56,WA-08,0,1,0,10,0,22,0,32,WA-08,0,1,1,5,1,6,0,10,3,50,3,60,0,22,5,91,5,113,0,32,6,160,6,192,21845,9744,12101,9103,1014,4942,1623,138,112,1643,1053,137330,0.4,0.5,0.3333333333333333,0.3333333333333333
Adam Smith,Dem,Washington,1965,2,White,Male,0,0,1,0,499998,WA-09,-0.2111,0.019,1.20224622017363,59,WA-09,0,0,1,2,1,2,1,2,WA-09,1,0,6,18,7,18,2,4,10,105,12,109,3,4,26,194,29,198,3,4,29,311,32,315,28693,11882,16811,7458,2168,4340,5710,82,152,2312,1989,173880,NA,NA,NA,NA
Marilyn Strickland,Dem,Washington,1962,0,Asian,Female,0,0,1,0,293834,WA-10,-0.0666,0.005,0.427675883130779,62,WA-10,0,3,0,16,0,30,0,48,WA-10,0,3,4,2,4,5,0,16,6,31,6,47,0,30,8,63,8,93,0,48,8,103,8,151,23782,9224,14558,9630,1803,4188,1667,226,305,2574,418,90687,0.1666666666666667,0.2,0.2,0.2
Carol Miller,Rep,West Virginia,1950,0,White,Female,1,1,1,1,33650,WV-01,0.2323,0.002,-0.549850787738806,74,WV-01,0,1,0,3,0,6,0,7,WV-01,0,1,2,6,2,7,0,3,2,25,2,28,0,6,2,47,2,53,0,7,3,61,3,68,34005,14190,19815,26270,2247,944,504,110,34,1138,747,311326,NA,1,1,1
Alex Mooney,Rep,West Virginia,1971,3,Hispanic,Male,1,1,NA,1,166233,WV-02,0.2152,0.001,-0.05172861802851565,53,WV-02,0,1,0,7,0,10,0,12,WV-02,0,1,4,10,4,11,0,7,4,26,4,33,0,10,5,38,5,48,0,12,6,46,6,58,104729,54015,50714,63827,12753,12308,2371,450,548,4773,2265,267772,NA,NA,NA,NA
Bryan Steil,Rep,Wisconsin,1981,0,White,Male,1,1,1,1,130303,WI-01,0.031,0.007,-0.1867197523194182,43,WI-01,0,1,0,7,0,8,0,11,WI-01,0,1,9,17,9,18,0,7,13,88,13,95,0,8,27,160,27,168,0,11,32,243,32,254,30807,14225,16582,20171,2463,5386,737,88,25,1051,366,181299,0.8571428571428571,0.8571428571428571,0.8235294117647058,0.8235294117647058
Mark Pocan,Dem,Wisconsin,1964,0,White,Male,0,0,0,0,40312,WI-02,-0.1893,0.014,-0.5248212598610995,60,WI-02,3,8,5,33,5,39,8,56,WI-02,3,8,1,2,4,10,5,33,2,20,7,53,5,39,2,38,7,77,8,56,3,67,11,123,75512,32690,42822,42454,4981,7490,5941,256,56,3563,8264,157136,NA,-1,-0.3333333333333333,-0.3333333333333333
Derrick Van Orden,Rep,Wisconsin,1969,4,White,Male,1,1,1,1,105048,WI-03,0.0436,0.002,-0.2816042804718463,55,WI-03,0,1,0,10,0,21,1,37,WI-03,0,1,7,28,7,29,0,10,9,96,9,106,0,21,10,145,10,166,1,37,13,247,14,284,67455,30005,37450,56659,1072,2988,1814,285,33,1966,892,338448,0.5,0.625,0.625,0.625
Gwen Moore,Dem,Wisconsin,1951,3,Black,Female,0,0,1,0,63800,WI-04,-0.2476,0.026,-0.4365754551790867,73,WI-04,2,9,2,52,9,118,9,183,WI-04,2,9,0,1,2,10,2,52,1,10,3,62,9,118,1,17,10,135,9,183,1,30,10,213,59152,24181,34971,30469,8541,9391,3946,203,48,2522,2266,74497,NA,NA,NA,NA
Scott Fitzgerald,Rep,Wisconsin,1963,3,White,Male,1,1,1,1,30350,WI-05,0.1429,0.006,-0.5622490828448449,61,WI-05,0,0,1,2,1,2,1,2,WI-05,0,0,5,18,5,18,1,2,7,93,8,95,1,2,14,172,15,174,1,2,17,267,18,269,13218,6070,7148,8891,824,1456,490,55,38,378,134,195943,NA,NA,NA,NA
Glenn Grothman,Rep,Wisconsin,1955,0,White,Male,1,1,1,1,134467,WI-06,0.1024,0.006,-0.1710753581310709,69,WI-06,0,0,0,1,0,7,0,17,WI-06,0,0,6,21,6,21,0,1,9,106,9,107,0,7,16,190,16,197,0,17,20,292,20,309,30472,13097,17375,22078,1112,2310,1209,160,23,735,1462,254020,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.6666666666666666
Tom Tiffany,Rep,Wisconsin,1957,3,White,Male,1,1,0,1,56062,WI-07,0.1227,0.002,-0.4656475786731865,67,WI-07,0,0,0,3,0,14,0,24,WI-07,0,0,2,18,2,18,0,3,2,84,2,87,0,14,2,151,2,165,0,24,3,280,3,304,14450,5717,8733,10854,267,628,478,517,24,270,231,222089,0.3703703703703703,0.375,0.375,0.375
Tony Wied,Rep,Wisconsin,1976,4,White,Male,NA,NA,NA,NA,5238,WI-08,0.1016,0.002,-0.656596351542678,48,WI-08,1,3,1,9,1,10,1,14,WI-08,1,3,0,1,1,4,1,9,0,32,1,41,1,10,0,70,1,80,1,14,1,117,2,131,38683,17012,21671,28039,1202,3655,1572,915,39,1014,443,141106,NA,NA,NA,NA
Mike Gallagher,Rep,Wisconsin,1984,2,White,Male,1,1,1,NA,322808,WI-08,0.1016,0.002,0.5365329141618007,40,WI-08,1,3,1,9,1,10,1,14,WI-08,1,3,0,1,1,4,1,9,0,32,1,41,1,10,0,70,1,80,1,14,1,117,2,131,38683,17012,21671,28039,1202,3655,1572,915,39,1014,443,141106,NA,1,1,1
Harriet Hageman,Rep,Wyoming,1962,0,White,Female,1,1,1,1,44350,WY-AL,0.2527,0.004,-0.5096502551222556,62,WY-00,1,0,1,4,2,5,3,6,WY-AL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.3333333333333333,0.3333333333333333
